market,category,subcategory,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel stamping ondas negro x 8 uni ,"$ 1.395,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cesto para baño redondo beige ," 1.290,00","$ 967,50c/u",2do al 50% Combinable,https://carrefourar.vtexassets.com/arquivos/ids/230734-170-170?v=1767609146&width=170&height=170&aspect=true
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel stamping ondas azul x 8 uni ,"$ 1.395,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Set espejos deco x 3 uni dorado 25 cm ,"$ 3.900,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Individual redondo jacinto natural 38 cm. ,"$ 3.290,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Individual redondo blanco y negro 38 cm. ,"$ 1.900,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Porta servilletas Arthi Línea Querida ,"$ 2.061,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Canasto gris 29 x 11 x 15 cm. ,"$ 2.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Canasto gris 32 x 14 x 16 cm. ,"$ 4.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Canasto gris 35 x 17 x 17 cm. ,"$ 5.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Aromatizador spirit de ambiente 500 ml ," 1.734,00","$ 1.300,50c/u",2do al 50% Combinable,https://carrefourar.vtexassets.com/arquivos/ids/214069-170-170?v=1767605329&width=170&height=170&aspect=true
Carrefour,Bazar y textil,Deco y organización,ARG,Canasto gris 38 x 20 x 18 cm. ,"$ 6.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vaso descartable Carrefour polipapel stamping hojas rojo x 8 uni ,"$ 1.090,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel hexagonal gde verde x 8 uni ,"$ 1.490,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Aromatizador spirit de ambiente 500 ml ," 1.734,00","$ 1.300,50c/u",2do al 50% Combinable,https://carrefourar.vtexassets.com/arquivos/ids/214067-170-170?v=1767615429&width=170&height=170&aspect=true
Carrefour,Bazar y textil,Deco y organización,ARG,Porta cubiertos Arthi línea querida rose gold ,"$ 4.590,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Portavela jaula hierro negro 35 cm. de alto ,,,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurreplatos con bandeja HO310126 ,"$ 4.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Porta cubiertos Arthi línea querida ,"$ 3.890,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cesto de residuos 3 lts gris y cromo ," 7.560,00","$ 5.292,00c/u",30% Off  ,https://carrefourar.vtexassets.com/arquivos/ids/240266-170-170?v=1767616378&width=170&height=170&aspect=true
Carrefour,Bazar y textil,Deco y organización,ARG,Porta Cápsulas Arthi pequeñas ,"$ 4.132,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Bolsa marrón rubí kraft grande ,"$ 149,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel stamping hojas rojo x 8 uni ,"$ 1.395,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Organizador Colombraro N°4 beauty ,"$ 9.390,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cesto fibra natural 21 x 21 x 17 cm. ,"$ 3.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Porta servilleta Arthi Línea Querida rose gold ,"$ 2.497,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurridor de platos Suka 43.5x31.5x11.5cm cobre ,"$ 10.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cesto fibra natural 25 x 25 x 18 cm. ,"$ 5.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Laundry  Carrefour Home con 2 estantes 38x35x105cm ,,,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vela en frasco Spirit nordica tilo y jengribre ,"$ 2.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vaso descartable Carrefour essential polipapel kraft x 8 uni ,"$ 835,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Rack de cocina secaplatos 65 x 31.5 x 52.5 cm ,"$ 33.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Velas de noche Organic Spa sandia pepino 6 u. ,"$ 619,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Portaretrato tierra nativa 15 x 21 exhibidora ,"$ 1.690,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Balde frapero zing cheers ,"$ 1.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vela individual Iluminarte frutilla 1 u. ,"$ 329,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Balde frapero zing cheers asas de madera grande ,"$ 3.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Set globos con confetis-surtidos ,"$ 1.190,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vaso descartable Carrefour polipapel 8 oz. frases x 8 uni hagas ,"$ 849,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Veloncito iluminarte individual pomelo naranja 50 gr ,"$ 329,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Fanal simil bambú beige ,"$ 5.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Fanal simil bambú blanco ,"$ 5.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurridor Arthi de cubiertos 3 comp. plástico ,"$ 3.090,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurre platos Arthi flex ,"$ 7.390,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurre platos Supreme para 12 platos línea querida ,"$ 5.190,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Frutera de mesa Arthi Línea Querida rose gold ,"$ 5.200,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Portavela jaula hierro negro 26 cm. de alto ,,,,
Carrefour,Bazar y textil,Deco y organización,ARG,Portavelas de hierro plateado 14.5 cm. de alto ,,,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vaso descartable Carrefour polipapel 8 oz. frases x 8 uni atr ,"$ 849,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurre platos Arthi 12 platos línea querida rose gol ,"$ 5.222,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurre platos Arthi fantastik línea rose gold ,"$ 8.990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Vaso descartable Carrefour polipapel 8 oz. frases x 8 uni camin ,"$ 849,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cartel para colgar dreams mdf ,"$ 3.290,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cartel para colgar Carrefour Home mdf ,"$ 2.490,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Cuadro multi retrato 3 fotos blanco ,"$ 4.900,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Portaretrato Carrefour Home gris 23x28 cm ,"$ 1.790,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel cuadrado verde x 8 uni ,"$ 990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel stamping hojas verde x 8 uni ,"$ 1.395,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel hexagonal gde negro x 8 uni ,"$ 1.490,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel cuadrado negro x 8 uni ,"$ 990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel red rojo 18cm x 8 uni ,"$ 990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel red negro 18cm x 8 uni ,"$ 990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel marmol multi 18cm x 8 uni ,"$ 1.395,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Plato descartable Carrefour polipapel cuad rosa 18cm x 8 uni ,"$ 990,00",,,
Carrefour,Bazar y textil,Deco y organización,ARG,Escurrecubiertos Arthi metal talheres ,"$ 5.290,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Natura 900 cc. ,"$ 301,20",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Silva línea gourmet 960 cc. ,"$ 99,30",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Natura 1.5 l. ,"$ 481,20",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Silva línea gourmet 5 l. ,"$ 451,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Carrefour alto omega pet 900 cc. ," 541,00","$ 486,90c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/246133-170-170?v=1767629400&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Pureza 1500 cc. ,"$ 831,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Minerva pet 500 cc. ,"$ 271,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite en aerosol Carrefour girasol 120 cc. ," 343,00","$ 312,13c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/167156-170-170?v=1767629626&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Cocinero plus 1.5 l. ,"$ 980,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Legitimo 1.5 lt. ,"$ 433,10",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Lira 900 cc. ,"$ 541,80",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Carrefour extra virgen 500 cc. ," 1.084,00","$ 975,60c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/167037-170-170?v=1767627364&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Lira 1.5 l. ,"$ 888,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Carrefour virgen 500 cc. ," 833,00","$ 749,70c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/167071-170-170?v=1767613176&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Carrefour 1 l. ," 151,00","$ 144,96c/u",Mi CRF,https://carrefourar.vtexassets.com/arquivos/ids/182770-170-170?v=1767627973&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Legitimo 900 cc. ,"$ 292,80",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Cocinero 900 cc. ,"$ 280,10",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Natura 3 l. ,"$ 962,30",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de manzana Carrefour 500 cc. ,"$ 146,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Minerva pet 250 cc. ,"$ 210,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de manzana Carrefour 1 l. ," 218,00","$ 202,74c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/182786-170-170?v=1767628435&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Natura 500 cc. ,"$ 1.085,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo Carrefour de limón pet 500 cc. ,"$ 178,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Oliovita extra virgen 500 cc. ,"$ 1.410,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva extra virgen Cocinero suave 500 cc. ," 1.389,33","$ 1.042,00c/u",25% Off ,https://carrefourar.vtexassets.com/arquivos/ids/204443-170-170?v=1767628878&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva extra virgen Lira pet 500 cc. ,"$ 1.450,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Casalta tipo reducción 400 cc. ,"$ 983,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Dos Anclas 250 cc. ,"$ 354,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Silva línea gourmet 960 cc. ,"$ 237,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva anti adherente Cocinero fritolim 120 g. ,"$ 613,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Cañuelas 900 cc. ,"$ 280,10",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Pureza 900 cc. ,"$ 532,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Favinco pet 1 l. ,"$ 177,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Favinco sin tacc 500 cc. ,"$ 125,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva extra virgen Cocinero intenso 500 cc. ," 1.389,33","$ 1.042,00c/u",25% Off ,https://carrefourar.vtexassets.com/arquivos/ids/204442-170-170?v=1767629689&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Natura intenso 500 cc. ,"$ 1.085,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Casalta clásico 400 cc. ,"$ 743,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de maíz Arcor pet 890 cc. ,"$ 1.185,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Oliovita clásico extra virgen 500 cc. ,"$ 1.675,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de vino Carrefour 1 l. ," 238,00","$ 214,20c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/182776-170-170?v=1767616849&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de manzana clásico Casalta pet 1 l. ,"$ 286,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto Lira pet 250 cc. ,"$ 430,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de soja Sojola 900 cc. ,"$ 196,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de alcohol Casalta clásica 500 cc. ,"$ 131,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto Casalta reducción 250 cc. ,"$ 643,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Natura girasol y oliva 500 cc. ,"$ 510,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Silva línea gourmet 500 cc. ,"$ 172,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de maíz Lira 900 cc. ,"$ 1.295,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Natura blend 1.5 l. ,"$ 1.370,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Glaze Casalta reducción 250 cc. ,"$ 640,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Cañuelas pet 1.5 lt. ,"$ 345,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Favinco pet 500 cc. ,"$ 505,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de soja Cocinero 900 cc. ,"$ 406,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto reducción Lira pet 500 cc. ,"$ 1.013,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Natura extra virgen clásico 1 l. ,"$ 2.160,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol y oliva Copisi scelto 900 cc. ,"$ 696,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de vino Carrefour 500 cc. ," 126,00","$ 117,18c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/182753-170-170?v=1767626850&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto reducción Lira pet 250 cc. ,"$ 621,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Natura blend 900 cc. ,"$ 844,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Legitimo 3 lts. ,"$ 867,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de manzana Dos Anclas 1 l. ,"$ 434,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Cocinero girasol oliva pet 900 ml. ,"$ 1.100,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Oliovita arbequina extra virgen 500 cc. ,"$ 1.895,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Favinco ahumado reducción 500 cc. ,"$ 745,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Favinco pet 250 cc. ,"$ 275,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Lira en aerosol 120 g. ,"$ 674,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Casalta clásico ahumado 400 cc. ,"$ 749,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Cada Día 1.5 l. ,"$ 894,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva La Toscana extra virgen 500 cc. ,"$ 2.310,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Lira fuerte lata 500 cc. ,"$ 1.505,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de vino Casalta 1 l. ,"$ 309,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Monte Alto 1 l. ,"$ 416,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite mezcla Cocinero girasol oliva pet 1.5 l. ,"$ 1.735,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite blend Cocinero mezcla 900 cc. ,"$ 515,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Oliovita varietal changlot 500 cc. ,"$ 1.920,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de girasol Cada Día 900 cc. ,"$ 526,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de canola Carrefour sin gluten botella 500 cc. ," 779,00","$ 701,10c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233082-170-170?v=1767616774&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Monte Alto 500 cc. ,"$ 254,50",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Glaze Casalta reducción pimientas 250 cc. ,"$ 607,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Jugo de limón Menoyo 500 cc. ,"$ 279,30",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Vinagre de vino Pampagourmet orgánico 250 cc. ,"$ 901,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de canola Carrefour ajo sin gluten botella 500 cc. ," 807,00","$ 726,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233328-170-170?v=1767616193&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Maelca organico botella 500 cc. ,"$ 1.735,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de canola Carrefour albahaca sin gluten 500 cc. ," 807,00","$ 726,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233084-170-170?v=1767616701&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico orgánico Maelca botella 250 cc. ,"$ 468,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico La Toscana 250 cc. ,"$ 917,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Oliovita meditarráneo extra virgen 250 cc. ,"$ 866,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de canola Carrefour con oliva sin gluten 500 cc. ," 807,00","$ 726,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233081-170-170?v=1767617761&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Natura Intenso 1 l. ,"$ 2.185,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Terrasana orgánico terrasana en botella 250 cc. ,"$ 1.360,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Zuccardi extra virgen coratina 250 cc. ,"$ 1.625,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de canola limón Carrefour sin gluten botella 500 cc. ," 807,00","$ 726,30c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/246134-170-170?v=1767617089&width=170&height=170&aspect=true
Carrefour,Almacén,Aceites y vinagres,ARG,"Vinagre de alcohol Casalta pet 1,3 lts. ","$ 305,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceto balsámico Oliva Ilustre reducción 250 cc. ,"$ 901,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de oliva Zuccardi extra virgen picual 250 cc. ,"$ 1.565,00",,,
Carrefour,Almacén,Aceites y vinagres,ARG,Aceite de Oliva Ilustre botella 250 cc. ,"$ 1.590,00",,,
